timestamp,open,high,low,close,volume
2026-04-28 08:40:00+00:00,76882.97,76882.98,76802.45,76815.83,28.75889
2026-04-28 08:45:00+00:00,76815.83,76820.53,76771.42,76813.5,15.36506
2026-04-28 08:50:00+00:00,76813.51,76813.51,76741.12,76800.86,49.93686
2026-04-28 08:55:00+00:00,76800.86,76868.03,76800.86,76858.59,42.34215
2026-04-28 09:00:00+00:00,76858.59,76863.54,76790.01,76811.2,36.94456
2026-04-28 09:05:00+00:00,76811.2,76850.0,76804.74,76850.0,43.4424
2026-04-28 09:10:00+00:00,76849.99,76850.0,76813.8,76831.05,12.59096
2026-04-28 09:15:00+00:00,76831.05,76831.05,76782.35,76830.0,29.30162
2026-04-28 09:20:00+00:00,76829.99,76830.0,76771.09,76771.1,20.92114
2026-04-28 09:25:00+00:00,76771.1,76790.73,76717.67,76790.7,39.22908
2026-04-28 09:30:00+00:00,76790.7,76790.7,76659.41,76673.42,48.32345
2026-04-28 09:35:00+00:00,76673.42,76703.92,76637.63,76691.43,27.19972
2026-04-28 09:40:00+00:00,76691.43,76696.26,76657.41,76657.42,15.63688
2026-04-28 09:45:00+00:00,76657.42,76659.41,76552.0,76580.92,25.48537
2026-04-28 09:50:00+00:00,76580.91,76630.61,76495.91,76617.52,51.82313
2026-04-28 09:55:00+00:00,76617.53,76632.48,76591.1,76598.0,10.79408
2026-04-28 10:00:00+00:00,76597.99,76692.19,76592.74,76630.54,30.93575
2026-04-28 10:05:00+00:00,76630.53,76630.54,76514.76,76540.46,41.44979
2026-04-28 10:10:00+00:00,76540.46,76557.65,76515.33,76521.04,16.57438
2026-04-28 10:15:00+00:00,76521.04,76569.16,76484.7,76537.73,27.83021
2026-04-28 10:20:00+00:00,76537.73,76537.74,76508.19,76512.4,11.62786
2026-04-28 10:25:00+00:00,76512.41,76542.77,76512.13,76523.47,21.7055
2026-04-28 10:30:00+00:00,76523.48,76609.08,76523.47,76598.0,63.73637
2026-04-28 10:35:00+00:00,76597.99,76605.0,76553.68,76553.68,49.18356
2026-04-28 10:40:00+00:00,76553.69,76620.0,76553.68,76614.61,43.73374
2026-04-28 10:45:00+00:00,76614.61,76629.09,76594.63,76629.09,35.18306
2026-04-28 10:50:00+00:00,76629.09,76630.02,76620.05,76622.47,41.11717
2026-04-28 10:55:00+00:00,76622.47,76626.26,76564.86,76618.35,35.16824
2026-04-28 11:00:00+00:00,76618.35,76649.86,76541.54,76550.66,30.40724
2026-04-28 11:05:00+00:00,76550.67,76550.67,76465.99,76486.0,63.21216
2026-04-28 11:10:00+00:00,76486.0,76489.63,76440.86,76460.97,46.82083
2026-04-28 11:15:00+00:00,76460.96,76480.84,76320.51,76379.7,131.31247
2026-04-28 11:20:00+00:00,76379.7,76474.19,76378.32,76430.09,53.51736
2026-04-28 11:25:00+00:00,76430.08,76433.88,76283.82,76342.7,138.89115
2026-04-28 11:30:00+00:00,76342.7,76346.49,76265.63,76290.88,95.92648
